"location","target_end_date","target","output_type","output_type_id","oracle_value"
"US National",2007-04-07,"ili perc","quantile",NA,1.40042142043255
"US National",2007-04-14,"ili perc","quantile",NA,1.46887378467638
"US National",2007-04-21,"ili perc","quantile",NA,1.15513661856722
"US National",2007-04-28,"ili perc","quantile",NA,1.07901266857705
"US National",2007-05-05,"ili perc","quantile",NA,0.984919500880424
"US National",2007-05-12,"ili perc","quantile",NA,1.0332476590855
"US National",2007-05-19,"ili perc","quantile",NA,0.926649487991465
"US National",2007-05-26,"ili perc","quantile",NA,0.920100404689537
"US National",2007-06-02,"ili perc","quantile",NA,0.954094069567869
"US National",2007-06-09,"ili perc","quantile",NA,0.763277995033034
"US National",2007-06-16,"ili perc","quantile",NA,0.817220025397381
"US National",2007-06-23,"ili perc","quantile",NA,0.764586084184721
"US National",2007-06-30,"ili perc","quantile",NA,0.793127059425127
"US National",2007-07-07,"ili perc","quantile",NA,0.669089515515112
"US National",2007-07-14,"ili perc","quantile",NA,0.621150419793594
"US National",2007-07-21,"ili perc","quantile",NA,0.603659013150159
"US National",2007-07-28,"ili perc","quantile",NA,0.649058493453503
"US National",2007-08-04,"ili perc","quantile",NA,0.568338364043286
"US National",2007-08-11,"ili perc","quantile",NA,0.651546018677327
"US National",2007-08-18,"ili perc","quantile",NA,0.652175701176833
"US National",2007-08-25,"ili perc","quantile",NA,0.803848519755413
"US National",2007-09-01,"ili perc","quantile",NA,0.787458252030398
"US National",2007-09-08,"ili perc","quantile",NA,0.943262693979476
"US National",2007-09-15,"ili perc","quantile",NA,0.946931879596518
"US National",2007-09-22,"ili perc","quantile",NA,0.987145583548856
"US National",2007-09-29,"ili perc","quantile",NA,1.05206476962465
"US National",2007-10-06,"ili perc","quantile",NA,0.995183767966289
"US National",2007-10-13,"ili perc","quantile",NA,1.22003049402253
"US National",2007-10-20,"ili perc","quantile",NA,1.28547821389234
"US National",2007-10-27,"ili perc","quantile",NA,1.37750486928409
"US National",2007-11-03,"ili perc","quantile",NA,1.46724534644602
"US National",2007-11-10,"ili perc","quantile",NA,1.55840590169511
"US National",2007-11-17,"ili perc","quantile",NA,1.61958073873427
"US National",2007-11-24,"ili perc","quantile",NA,1.81120431671438
"US National",2007-12-01,"ili perc","quantile",NA,1.61864710434124
"US National",2007-12-08,"ili perc","quantile",NA,1.6212371343592
"US National",2007-12-15,"ili perc","quantile",NA,1.67351332327587
"US National",2007-12-22,"ili perc","quantile",NA,1.95095708187996
"US National",2007-12-29,"ili perc","quantile",NA,2.50018838414231
"US National",2008-01-05,"ili perc","quantile",NA,2.43938754845282
"US National",2008-01-12,"ili perc","quantile",NA,2.29319128031765
"US National",2008-01-19,"ili perc","quantile",NA,2.62906608636993
"US National",2008-01-26,"ili perc","quantile",NA,3.92965622436593
"US National",2008-02-02,"ili perc","quantile",NA,4.99201605070683
"US National",2008-02-09,"ili perc","quantile",NA,5.7775955674872
"US National",2008-02-16,"ili perc","quantile",NA,5.98317540961851
"US National",2008-02-23,"ili perc","quantile",NA,5.61676753847431
"US National",2008-03-01,"ili perc","quantile",NA,4.53234005967958
"US National",2008-03-08,"ili perc","quantile",NA,3.83248629085351
"US National",2008-03-15,"ili perc","quantile",NA,3.21521811334386
"US National",2008-03-22,"ili perc","quantile",NA,2.69244647153937
"US National",2008-03-29,"ili perc","quantile",NA,2.03365583503679
"US National",2008-04-05,"ili perc","quantile",NA,1.65275048296605
"US National",2008-04-12,"ili perc","quantile",NA,1.31129636420394
"US National",2008-04-19,"ili perc","quantile",NA,1.16519708112907
"US National",2008-04-26,"ili perc","quantile",NA,1.02034763369206
"US National",2008-05-03,"ili perc","quantile",NA,0.877607227554611
"US National",2008-05-10,"ili perc","quantile",NA,0.825106625665561
"US National",2008-05-17,"ili perc","quantile",NA,0.787314875112876
"US National",2008-05-24,"ili perc","quantile",NA,0.805438572693894
"US National",2008-05-31,"ili perc","quantile",NA,0.886061331874823
"US National",2008-06-07,"ili perc","quantile",NA,0.743742683096117
"US National",2008-06-14,"ili perc","quantile",NA,0.706842044861421
"US National",2008-06-21,"ili perc","quantile",NA,0.655943481999601
"US National",2008-06-28,"ili perc","quantile",NA,0.63349176705577
"US National",2008-07-05,"ili perc","quantile",NA,0.571837180694024
"US National",2008-07-12,"ili perc","quantile",NA,0.558278240857383
"US National",2008-07-19,"ili perc","quantile",NA,0.59789328191094
"US National",2008-07-26,"ili perc","quantile",NA,0.577221624227943
"US National",2008-08-02,"ili perc","quantile",NA,0.596987365404301
"US National",2008-08-09,"ili perc","quantile",NA,0.56465287318114
"US National",2008-08-16,"ili perc","quantile",NA,0.585681702597665
"US National",2008-08-23,"ili perc","quantile",NA,0.503985402973617
"US National",2008-08-30,"ili perc","quantile",NA,0.468139143858092
"US National",2008-09-06,"ili perc","quantile",NA,0.576454849136825
"US National",2008-09-13,"ili perc","quantile",NA,0.681360615375637
"US National",2008-09-20,"ili perc","quantile",NA,0.794763739412068
"US National",2008-09-27,"ili perc","quantile",NA,0.868115785409026
"US National",2008-10-04,"ili perc","quantile",NA,1.06828136522751
"US National",2008-10-11,"ili perc","quantile",NA,1.00755640865393
"US National",2008-10-18,"ili perc","quantile",NA,0.979398906443081
"US National",2008-10-25,"ili perc","quantile",NA,1.04942944896004
"US National",2008-11-01,"ili perc","quantile",NA,1.13218246937968
"US National",2008-11-08,"ili perc","quantile",NA,1.13156087725251
"US National",2008-11-15,"ili perc","quantile",NA,1.15469317831331
"US National",2008-11-22,"ili perc","quantile",NA,1.20448041075936
"US National",2008-11-29,"ili perc","quantile",NA,1.36081326766458
"US National",2008-12-06,"ili perc","quantile",NA,1.30321908134958
"US National",2008-12-13,"ili perc","quantile",NA,1.30204227865501
"US National",2008-12-20,"ili perc","quantile",NA,1.45108668034987
"US National",2008-12-27,"ili perc","quantile",NA,1.79927367652229
"US National",2009-01-03,"ili perc","quantile",NA,2.12133663329022
"US National",2009-01-10,"ili perc","quantile",NA,1.47137840370282
"US National",2009-01-17,"ili perc","quantile",NA,1.6155496111202
"US National",2009-01-24,"ili perc","quantile",NA,1.95332602587433
"US National",2009-01-31,"ili perc","quantile",NA,2.42906504047013
"US National",2009-02-07,"ili perc","quantile",NA,2.96686053291814
"US National",2009-02-14,"ili perc","quantile",NA,3.57353697615211
"US National",2009-02-21,"ili perc","quantile",NA,3.36652900665455
"US National",2009-02-28,"ili perc","quantile",NA,3.29619584830173
"US National",2009-03-07,"ili perc","quantile",NA,3.17226797580573
"US National",2009-03-14,"ili perc","quantile",NA,2.58040499453689
"US National",2009-03-21,"ili perc","quantile",NA,2.42922285573919
"US National",2009-03-28,"ili perc","quantile",NA,1.99027929209984
"US National",2009-04-04,"ili perc","quantile",NA,1.72422584359491
"US National",2009-04-11,"ili perc","quantile",NA,1.60354839431917
"US National",2009-04-18,"ili perc","quantile",NA,1.2841784961947
"US National",2009-04-25,"ili perc","quantile",NA,1.29320023073958
"US National",2009-05-02,"ili perc","quantile",NA,2.74012331225323
"US National",2009-05-09,"ili perc","quantile",NA,2.22391145123621
"US National",2009-05-16,"ili perc","quantile",NA,1.76656838942395
"US National",2009-05-23,"ili perc","quantile",NA,1.92170567241312
"US National",2009-05-30,"ili perc","quantile",NA,1.86110425685729
"US National",2009-06-06,"ili perc","quantile",NA,1.68422773140478
"US National",2009-06-13,"ili perc","quantile",NA,1.73930292858566
"US National",2009-06-20,"ili perc","quantile",NA,1.83001431081168
"US National",2009-06-27,"ili perc","quantile",NA,1.581280179284
"US National",2009-07-04,"ili perc","quantile",NA,1.49172467570645
"US National",2009-07-11,"ili perc","quantile",NA,1.38899504262634
"US National",2009-07-18,"ili perc","quantile",NA,1.34702058135752
"US National",2009-07-25,"ili perc","quantile",NA,1.16056441078711
"US National",2009-08-01,"ili perc","quantile",NA,1.20850078834848
"US National",2009-08-08,"ili perc","quantile",NA,1.15544127671425
"US National",2009-08-15,"ili perc","quantile",NA,1.14517885143283
"US National",2009-08-22,"ili perc","quantile",NA,1.46639614432285
"US National",2009-08-29,"ili perc","quantile",NA,2.3801716181174
"US National",2009-09-05,"ili perc","quantile",NA,3.4468130993167
"US National",2009-09-12,"ili perc","quantile",NA,4.05314873784874
"US National",2009-09-19,"ili perc","quantile",NA,4.26620869255677
"US National",2009-09-26,"ili perc","quantile",NA,4.21579403010223
"US National",2009-10-03,"ili perc","quantile",NA,4.88609794072285
"US National",2009-10-10,"ili perc","quantile",NA,6.06922886681801
"US National",2009-10-17,"ili perc","quantile",NA,7.09466802852612
"US National",2009-10-24,"ili perc","quantile",NA,7.71510229753135
"US National",2009-10-31,"ili perc","quantile",NA,7.55134381192465
"US National",2009-11-07,"ili perc","quantile",NA,6.67117818911313
"US National",2009-11-14,"ili perc","quantile",NA,5.20632628751353
"US National",2009-11-21,"ili perc","quantile",NA,4.04477479873624
"US National",2009-11-28,"ili perc","quantile",NA,3.49721728420123
"US National",2009-12-05,"ili perc","quantile",NA,2.69022729135581
"US National",2009-12-12,"ili perc","quantile",NA,2.47118784478882
"US National",2009-12-19,"ili perc","quantile",NA,2.44772749268797
"US National",2009-12-26,"ili perc","quantile",NA,2.64593841632028
"US National",2010-01-02,"ili perc","quantile",NA,2.6156703984032
"US National",2010-01-09,"ili perc","quantile",NA,1.90711760430302
"US National",2010-01-16,"ili perc","quantile",NA,1.86737529968374
"US National",2010-01-23,"ili perc","quantile",NA,1.88072330631514
"US National",2010-01-30,"ili perc","quantile",NA,1.96908433236079
"US National",2010-02-06,"ili perc","quantile",NA,2.11386811062075
"US National",2010-02-13,"ili perc","quantile",NA,2.09694583121344
"US National",2010-02-20,"ili perc","quantile",NA,1.90294345645018
"US National",2010-02-27,"ili perc","quantile",NA,1.96951462278194
"US National",2010-03-06,"ili perc","quantile",NA,1.92331036712421
"US National",2010-03-13,"ili perc","quantile",NA,1.89658616483482
"US National",2010-03-20,"ili perc","quantile",NA,1.75180555050134
"US National",2010-03-27,"ili perc","quantile",NA,1.52631922263178
"US National",2010-04-03,"ili perc","quantile",NA,1.49571988362904
"US National",2010-04-10,"ili perc","quantile",NA,1.22313021684613
"US National",2010-04-17,"ili perc","quantile",NA,1.17754240902
"US National",2010-04-24,"ili perc","quantile",NA,1.09111851417293
"US National",2010-05-01,"ili perc","quantile",NA,1.11957937083649
"US National",2010-05-08,"ili perc","quantile",NA,1.08168511952067
"US National",2010-05-15,"ili perc","quantile",NA,1.12497482672273
"US National",2010-05-22,"ili perc","quantile",NA,1.0619697897527
"US National",2010-05-29,"ili perc","quantile",NA,1.08908766932167
"US National",2010-06-05,"ili perc","quantile",NA,1.17760142013009
"US National",2010-06-12,"ili perc","quantile",NA,0.974930395182935
"US National",2010-06-19,"ili perc","quantile",NA,0.987131780132296
"US National",2010-06-26,"ili perc","quantile",NA,0.99599053755025
"US National",2010-07-03,"ili perc","quantile",NA,0.904726272396402
"US National",2010-07-10,"ili perc","quantile",NA,0.941927007840111
"US National",2010-07-17,"ili perc","quantile",NA,0.880415229455867
"US National",2010-07-24,"ili perc","quantile",NA,0.842614661882896
"US National",2010-07-31,"ili perc","quantile",NA,0.858382365250436
"US National",2010-08-07,"ili perc","quantile",NA,0.833830394847588
"US National",2010-08-14,"ili perc","quantile",NA,0.847436542815637
"US National",2010-08-21,"ili perc","quantile",NA,0.888273269260976
"US National",2010-08-28,"ili perc","quantile",NA,0.76537228790335
"US National",2010-09-04,"ili perc","quantile",NA,0.91858044292525
"US National",2010-09-11,"ili perc","quantile",NA,1.01431787184839
"US National",2010-09-18,"ili perc","quantile",NA,1.01232561233888
"US National",2010-09-25,"ili perc","quantile",NA,1.11803281725652
"US National",2010-10-02,"ili perc","quantile",NA,1.11805942184768
"US National",2010-10-09,"ili perc","quantile",NA,1.10939
"US National",2010-10-16,"ili perc","quantile",NA,1.24341
"US National",2010-10-23,"ili perc","quantile",NA,1.25726
"US National",2010-10-30,"ili perc","quantile",NA,1.25734
"US National",2010-11-06,"ili perc","quantile",NA,1.43414
"US National",2010-11-13,"ili perc","quantile",NA,1.51838
"US National",2010-11-20,"ili perc","quantile",NA,1.61617
"US National",2010-11-27,"ili perc","quantile",NA,1.84378
"US National",2010-12-04,"ili perc","quantile",NA,1.72535
"US National",2010-12-11,"ili perc","quantile",NA,1.87923
"US National",2010-12-18,"ili perc","quantile",NA,2.3371
"US National",2010-12-25,"ili perc","quantile",NA,3.03533
"US National",2011-01-01,"ili perc","quantile",NA,3.136
"US National",2011-01-08,"ili perc","quantile",NA,2.53336
"US National",2011-01-15,"ili perc","quantile",NA,2.91288
"US National",2011-01-22,"ili perc","quantile",NA,3.44497
"US National",2011-01-29,"ili perc","quantile",NA,4.16185
"US National",2011-02-05,"ili perc","quantile",NA,4.55159
"US National",2011-02-12,"ili perc","quantile",NA,4.46504
"US National",2011-02-19,"ili perc","quantile",NA,4.55124
"US National",2011-02-26,"ili perc","quantile",NA,4.0822
"US National",2011-03-05,"ili perc","quantile",NA,3.38812
"US National",2011-03-12,"ili perc","quantile",NA,2.99142
"US National",2011-03-19,"ili perc","quantile",NA,2.61542
"US National",2011-03-26,"ili perc","quantile",NA,2.09065
"US National",2011-04-02,"ili perc","quantile",NA,1.86146
"US National",2011-04-09,"ili perc","quantile",NA,1.61377
"US National",2011-04-16,"ili perc","quantile",NA,1.42199
"US National",2011-04-23,"ili perc","quantile",NA,1.3382
"US National",2011-04-30,"ili perc","quantile",NA,1.19995
"US National",2011-05-07,"ili perc","quantile",NA,1.14889
"US National",2011-05-14,"ili perc","quantile",NA,1.12194
"US National",2011-05-21,"ili perc","quantile",NA,1.06712
"US National",2011-05-28,"ili perc","quantile",NA,1.05058
"US National",2011-06-04,"ili perc","quantile",NA,1.15203
"US National",2011-06-11,"ili perc","quantile",NA,0.970975
"US National",2011-06-18,"ili perc","quantile",NA,0.894683
"US National",2011-06-25,"ili perc","quantile",NA,0.843568
"US National",2011-07-02,"ili perc","quantile",NA,0.815409
"US National",2011-07-09,"ili perc","quantile",NA,0.823052
"US National",2011-07-16,"ili perc","quantile",NA,0.674635
"US National",2011-07-23,"ili perc","quantile",NA,0.631883
"US National",2011-07-30,"ili perc","quantile",NA,0.641513
"US National",2011-08-06,"ili perc","quantile",NA,0.529813
"US National",2011-08-13,"ili perc","quantile",NA,0.644089
"US National",2011-08-20,"ili perc","quantile",NA,0.667718
"US National",2011-08-27,"ili perc","quantile",NA,0.705668
"US National",2011-09-03,"ili perc","quantile",NA,0.804155
"US National",2011-09-10,"ili perc","quantile",NA,0.907804
"US National",2011-09-17,"ili perc","quantile",NA,1.00555
"US National",2011-09-24,"ili perc","quantile",NA,1.03601
"US National",2011-10-01,"ili perc","quantile",NA,1.07583
"US National",2011-10-08,"ili perc","quantile",NA,1.16092
"US National",2011-10-15,"ili perc","quantile",NA,1.19785
"US National",2011-10-22,"ili perc","quantile",NA,1.27926
"US National",2011-10-29,"ili perc","quantile",NA,1.29194
"US National",2011-11-05,"ili perc","quantile",NA,1.42824
"US National",2011-11-12,"ili perc","quantile",NA,1.39803
"US National",2011-11-19,"ili perc","quantile",NA,1.45831
"US National",2011-11-26,"ili perc","quantile",NA,1.56548
"US National",2011-12-03,"ili perc","quantile",NA,1.34313
"US National",2011-12-10,"ili perc","quantile",NA,1.48139
"US National",2011-12-17,"ili perc","quantile",NA,1.63398
"US National",2011-12-24,"ili perc","quantile",NA,1.83126
"US National",2011-12-31,"ili perc","quantile",NA,2.10451
"US National",2012-01-07,"ili perc","quantile",NA,1.73625
"US National",2012-01-14,"ili perc","quantile",NA,1.55066
"US National",2012-01-21,"ili perc","quantile",NA,1.62891
"US National",2012-01-28,"ili perc","quantile",NA,1.76038
"US National",2012-02-04,"ili perc","quantile",NA,1.92728
"US National",2012-02-11,"ili perc","quantile",NA,1.91994
